"index";"Nom de l'opérateur";"Millésime des données";"Code de l'IRIS - Code de la zone";"Code de l'IRIS - Libellé de la zone";"Énergie concernée";"Code du grand secteur";"Consommation (en MWh)";"Nombre de points de livraison"
"ID";"OPERATEUR";"ANNEE";"IRIS_CODE";"IRIS_LIBELLE";"FILIERE";"CODE_GRAND_SECTEUR";"CONSO";"PDL"
"7501C";"Paris et communes limitrophes";"2019";"751145616";"Plaisance 16";"C";"R";1065.71;4
"7501C";"Paris et communes limitrophes";"2019";"751145616";"Plaisance 16";"C";"X";2502.23;3
"7501C";"Paris et communes limitrophes";"2019";"751145617";"Plaisance 17";"C";"R";532;1
"7501C";"Paris et communes limitrophes";"2019";"751145617";"Plaisance 17";"C";"X";4457.43;5
"7501C";"Paris et communes limitrophes";"2019";"751145620";"Plaisance 20";"C";"X";5795;1
"7501C";"Paris et communes limitrophes";"2019";"751145624";"Plaisance 24";"C";"R";3834.9;2
"7501C";"Paris et communes limitrophes";"2019";"751145624";"Plaisance 24";"C";"T";2405.98;2
"7501C";"Paris et communes limitrophes";"2019";"751145624";"Plaisance 24";"C";"X";2041.69;2
"7501C";"Paris et communes limitrophes";"2019";"751145625";"Plaisance 25";"C";"R";660;2
"7501C";"Paris et communes limitrophes";"2019";"751145625";"Plaisance 25";"C";"X";24701.73;15
"7501C";"Paris et communes limitrophes";"2019";"75114XXXX";"Iris fictif de la commune Paris 14e Arrondissement";"C";"R";4545;1
"7501C";"Paris et communes limitrophes";"2019";"75114XXXX";"Iris fictif de la commune Paris 14e Arrondissement";"C";"T";905.4;1
"7501C";"Paris et communes limitrophes";"2019";"75114XXXX";"Iris fictif de la commune Paris 14e Arrondissement";"C";"X";3616.56;5
"7501C";"Paris et communes limitrophes";"2019";"751155702";"Saint-Lambert 2";"C";"R";3540.06;1
"7501C";"Paris et communes limitrophes";"2019";"751155702";"Saint-Lambert 2";"C";"T";2231.1;1
"7501C";"Paris et communes limitrophes";"2019";"751155702";"Saint-Lambert 2";"C";"X";405;2
"7501C";"Paris et communes limitrophes";"2019";"751155703";"Saint-Lambert 3";"C";"R";309;1
"7501C";"Paris et communes limitrophes";"2019";"751155703";"Saint-Lambert 3";"C";"T";209;1
"7501C";"Paris et communes limitrophes";"2019";"751155703";"Saint-Lambert 3";"C";"X";1216.12;4
"7501C";"Paris et communes limitrophes";"2019";"751155704";"Saint-Lambert 4";"C";"X";12606.31;10
"7501C";"Paris et communes limitrophes";"2019";"751155705";"Saint-Lambert 5";"C";"R";2495.79;8
"7501C";"Paris et communes limitrophes";"2019";"751155705";"Saint-Lambert 5";"C";"X";2170.05;3
"7501C";"Paris et communes limitrophes";"2019";"751155706";"Saint-Lambert 6";"C";"R";1207.2;7
"7501C";"Paris et communes limitrophes";"2019";"751155706";"Saint-Lambert 6";"C";"T";279;1
"7501C";"Paris et communes limitrophes";"2019";"751155707";"Saint-Lambert 7";"C";"R";1767.82;3
"7501C";"Paris et communes limitrophes";"2019";"751155707";"Saint-Lambert 7";"C";"T";2837.73;3
"7501C";"Paris et communes limitrophes";"2019";"751155707";"Saint-Lambert 7";"C";"X";2764.3;5
"7501C";"Paris et communes limitrophes";"2019";"751155708";"Saint-Lambert 8";"C";"R";9011.91;11
"7501C";"Paris et communes limitrophes";"2019";"751155708";"Saint-Lambert 8";"C";"T";494.31;3
"7501C";"Paris et communes limitrophes";"2019";"751155708";"Saint-Lambert 8";"C";"X";2428;1
"7501C";"Paris et communes limitrophes";"2019";"751155709";"Saint-Lambert 9";"C";"R";1884.26;5
"7501C";"Paris et communes limitrophes";"2019";"751155710";"Saint-Lambert 10";"C";"R";11966.33;11
"7501C";"Paris et communes limitrophes";"2019";"751155710";"Saint-Lambert 10";"C";"X";1910.19;5
"7501C";"Paris et communes limitrophes";"2019";"751155711";"Saint-Lambert 11";"C";"R";877.87;4
"7501C";"Paris et communes limitrophes";"2019";"751155712";"Saint-Lambert 12";"C";"R";1524.34;2
"7501C";"Paris et communes limitrophes";"2019";"751155712";"Saint-Lambert 12";"C";"X";2066.61;3
"7501C";"Paris et communes limitrophes";"2019";"751155713";"Saint-Lambert 13";"C";"R";2657.48;6
"7501C";"Paris et communes limitrophes";"2019";"751155713";"Saint-Lambert 13";"C";"T";2728.86;3
"7501C";"Paris et communes limitrophes";"2019";"751155714";"Saint-Lambert 14";"C";"R";3585.97;12
"7501C";"Paris et communes limitrophes";"2019";"751155714";"Saint-Lambert 14";"C";"X";204.92;1
"7501C";"Paris et communes limitrophes";"2019";"751155715";"Saint-Lambert 15";"C";"R";6150.9;17
"7501C";"Paris et communes limitrophes";"2019";"751155715";"Saint-Lambert 15";"C";"T";655.18;2
"7501C";"Paris et communes limitrophes";"2019";"751155715";"Saint-Lambert 15";"C";"X";2894.01;19
"7501C";"Paris et communes limitrophes";"2019";"751155716";"Saint-Lambert 16";"C";"R";3575.61;3
"7501C";"Paris et communes limitrophes";"2019";"751155716";"Saint-Lambert 16";"C";"T";1790.89;5
"7501C";"Paris et communes limitrophes";"2019";"751155716";"Saint-Lambert 16";"C";"X";709;1
"7501C";"Paris et communes limitrophes";"2019";"751155717";"Saint-Lambert 17";"C";"R";5130.53;4
"7501C";"Paris et communes limitrophes";"2019";"751155717";"Saint-Lambert 17";"C";"T";4642.02;3
"7501C";"Paris et communes limitrophes";"2019";"751155717";"Saint-Lambert 17";"C";"X";427.26;1
"7501C";"Paris et communes limitrophes";"2019";"751155718";"Saint-Lambert 18";"C";"R";4234.66;8
"7501C";"Paris et communes limitrophes";"2019";"751155719";"Saint-Lambert 19";"C";"R";2993.22;5
"7501C";"Paris et communes limitrophes";"2019";"751155719";"Saint-Lambert 19";"C";"X";904.71;1
"7501C";"Paris et communes limitrophes";"2019";"751155720";"Saint-Lambert 20";"C";"R";1396.09;4
"7501C";"Paris et communes limitrophes";"2019";"751155720";"Saint-Lambert 20";"C";"T";201;1
"7501C";"Paris et communes limitrophes";"2019";"751155720";"Saint-Lambert 20";"C";"X";1041;3
"7501C";"Paris et communes limitrophes";"2019";"751155721";"Saint-Lambert 21";"C";"R";2790.79;4
"7501C";"Paris et communes limitrophes";"2019";"751155721";"Saint-Lambert 21";"C";"T";932;2
"7501C";"Paris et communes limitrophes";"2019";"751155721";"Saint-Lambert 21";"C";"X";251.19;2
"7501C";"Paris et communes limitrophes";"2019";"751155722";"Saint-Lambert 22";"C";"R";6967.22;7
"7501C";"Paris et communes limitrophes";"2019";"751155722";"Saint-Lambert 22";"C";"T";899.3;2
"7501C";"Paris et communes limitrophes";"2019";"751155722";"Saint-Lambert 22";"C";"X";1113.13;2
"7501C";"Paris et communes limitrophes";"2019";"751155723";"Saint-Lambert 23";"C";"R";1044.8;3
"7501C";"Paris et communes limitrophes";"2019";"751155724";"Saint-Lambert 24";"C";"R";319.23;1
"7501C";"Paris et communes limitrophes";"2019";"751155725";"Saint-Lambert 25";"C";"R";1495.35;4
"7501C";"Paris et communes limitrophes";"2019";"751155725";"Saint-Lambert 25";"C";"T";"secret";"secret"
"7501C";"Paris et communes limitrophes";"2019";"751155725";"Saint-Lambert 25";"C";"X";2786.34;2
"7501C";"Paris et communes limitrophes";"2019";"751155726";"Saint-Lambert 26";"C";"R";1672.1;3
"7501C";"Paris et communes limitrophes";"2019";"751155726";"Saint-Lambert 26";"C";"T";1375.18;1
"7501C";"Paris et communes limitrophes";"2019";"751155726";"Saint-Lambert 26";"C";"X";3268.57;9
"7501C";"Paris et communes limitrophes";"2019";"751155727";"Saint-Lambert 27";"C";"R";1328.48;1
"7501C";"Paris et communes limitrophes";"2019";"751155727";"Saint-Lambert 27";"C";"X";8798.81;6
"7501C";"Paris et communes limitrophes";"2019";"751155728";"Saint-Lambert 28";"C";"R";1876.57;2
"7501C";"Paris et communes limitrophes";"2019";"751155728";"Saint-Lambert 28";"C";"T";"secret";"secret"
"7501C";"Paris et communes limitrophes";"2019";"751155729";"Saint-Lambert 29";"C";"R";2514.25;6
"7501C";"Paris et communes limitrophes";"2019";"751155729";"Saint-Lambert 29";"C";"T";297;1
"7501C";"Paris et communes limitrophes";"2019";"751155730";"Saint-Lambert 30";"C";"R";10581.51;14
"7501C";"Paris et communes limitrophes";"2019";"751155730";"Saint-Lambert 30";"C";"X";4331.86;2
"7501C";"Paris et communes limitrophes";"2019";"751155731";"Saint-Lambert 31";"C";"R";4324.4;7
"7501C";"Paris et communes limitrophes";"2019";"751155731";"Saint-Lambert 31";"C";"X";2026.83;4
"7501C";"Paris et communes limitrophes";"2019";"751155733";"Saint-Lambert 33";"C";"X";1742;3
"7501C";"Paris et communes limitrophes";"2019";"751155801";"Necker 1";"C";"T";1209.3;2
"7501C";"Paris et communes limitrophes";"2019";"751155801";"Necker 1";"C";"X";5103.75;6
"7501C";"Paris et communes limitrophes";"2019";"751155802";"Necker 2";"C";"T";662.15;2
"7501C";"Paris et communes limitrophes";"2019";"751155802";"Necker 2";"C";"X";11548.93;12
"7501C";"Paris et communes limitrophes";"2019";"751155803";"Necker 3";"C";"R";6646;9
"7501C";"Paris et communes limitrophes";"2019";"751155803";"Necker 3";"C";"T";1615.65;4
"7501C";"Paris et communes limitrophes";"2019";"751155803";"Necker 3";"C";"X";2466.62;5
"7501C";"Paris et communes limitrophes";"2019";"751155804";"Necker 4";"C";"R";2300.1;3
"7501C";"Paris et communes limitrophes";"2019";"751155804";"Necker 4";"C";"T";12471;3
"7501C";"Paris et communes limitrophes";"2019";"751155804";"Necker 4";"C";"X";5165.18;4
"7501C";"Paris et communes limitrophes";"2019";"751155805";"Necker 5";"C";"R";453.31;2
"7501C";"Paris et communes limitrophes";"2019";"751155806";"Necker 6";"C";"R";2223.43;5
"7501C";"Paris et communes limitrophes";"2019";"751155806";"Necker 6";"C";"T";"secret";"secret"
"7501C";"Paris et communes limitrophes";"2019";"751155807";"Necker 7";"C";"R";2885.33;8
"7501C";"Paris et communes limitrophes";"2019";"751155807";"Necker 7";"C";"T";"secret";"secret"
"7501C";"Paris et communes limitrophes";"2019";"751155807";"Necker 7";"C";"X";4672.62;6
"7501C";"Paris et communes limitrophes";"2019";"751155808";"Necker 8";"C";"R";2239.51;3
"7501C";"Paris et communes limitrophes";"2019";"751155808";"Necker 8";"C";"T";"secret";"secret"
"7501C";"Paris et communes limitrophes";"2019";"751155808";"Necker 8";"C";"X";5390;2
"7501C";"Paris et communes limitrophes";"2019";"751155809";"Necker 9";"C";"R";13513.74;13
"7501C";"Paris et communes limitrophes";"2019";"751155809";"Necker 9";"C";"T";315.04;1
"7501C";"Paris et communes limitrophes";"2019";"751155809";"Necker 9";"C";"X";3333.43;3
"7501C";"Paris et communes limitrophes";"2019";"751155810";"Necker 10";"C";"R";9727.99;8
"7501C";"Paris et communes limitrophes";"2019";"751155810";"Necker 10";"C";"T";1695.22;3
"7501C";"Paris et communes limitrophes";"2019";"751155810";"Necker 10";"C";"X";9289.02;12
"7501C";"Paris et communes limitrophes";"2019";"751155811";"Necker 11";"C";"R";1426.62;4
"7501C";"Paris et communes limitrophes";"2019";"751155811";"Necker 11";"C";"T";241.86;1
"7501C";"Paris et communes limitrophes";"2019";"751155812";"Necker 12";"C";"R";4824.48;9
"7501C";"Paris et communes limitrophes";"2019";"751155812";"Necker 12";"C";"T";595;1
"7501C";"Paris et communes limitrophes";"2019";"751155813";"Necker 13";"C";"R";5134.17;19
"7501C";"Paris et communes limitrophes";"2019";"751155814";"Necker 14";"C";"R";2296.83;4
"7501C";"Paris et communes limitrophes";"2019";"751155814";"Necker 14";"C";"T";301;1
"7501C";"Paris et communes limitrophes";"2019";"751155814";"Necker 14";"C";"X";24794.11;3
"7501C";"Paris et communes limitrophes";"2019";"751155815";"Necker 15";"C";"R";254.4;2
"7501C";"Paris et communes limitrophes";"2019";"751155815";"Necker 15";"C";"T";"secret";"secret"
"7501C";"Paris et communes limitrophes";"2019";"751155815";"Necker 15";"C";"X";"secret";"secret"
"7501C";"Paris et communes limitrophes";"2019";"751155816";"Necker 16";"C";"R";2607.61;6
"7501C";"Paris et communes limitrophes";"2019";"751155816";"Necker 16";"C";"T";3596.86;4
"7501C";"Paris et communes limitrophes";"2019";"751155816";"Necker 16";"C";"X";3132.37;7
"7501C";"Paris et communes limitrophes";"2019";"751155817";"Necker 17";"C";"R";1234.38;3
"7501C";"Paris et communes limitrophes";"2019";"751155817";"Necker 17";"C";"X";772;1
"7501C";"Paris et communes limitrophes";"2019";"751155818";"Necker 18";"C";"R";202.13;2
"7501C";"Paris et communes limitrophes";"2019";"751155818";"Necker 18";"C";"T";14642.95;6
"7501C";"Paris et communes limitrophes";"2019";"751155818";"Necker 18";"C";"X";575.03;3
"7501C";"Paris et communes limitrophes";"2019";"751155819";"Necker 19";"C";"T";14264.65;3
"7501C";"Paris et communes limitrophes";"2019";"751155819";"Necker 19";"C";"X";1644;1
"7501C";"Paris et communes limitrophes";"2019";"751155901";"Grenelle 1";"C";"R";3734.51;2
"7501C";"Paris et communes limitrophes";"2019";"751155902";"Grenelle 2";"C";"R";3087.03;8
"7501C";"Paris et communes limitrophes";"2019";"751155902";"Grenelle 2";"C";"T";"secret";"secret"
"7501C";"Paris et communes limitrophes";"2019";"751155903";"Grenelle 3";"C";"R";1557.92;7
"7501C";"Paris et communes limitrophes";"2019";"751155903";"Grenelle 3";"C";"X";263;1
"7501C";"Paris et communes limitrophes";"2019";"751155904";"Grenelle 4";"C";"R";6205.17;20
"7501C";"Paris et communes limitrophes";"2019";"751155905";"Grenelle 5";"C";"R";5150.69;16
"7501C";"Paris et communes limitrophes";"2019";"751155905";"Grenelle 5";"C";"T";"secret";"secret"
"7501C";"Paris et communes limitrophes";"2019";"751155905";"Grenelle 5";"C";"X";3245.71;4
"7501C";"Paris et communes limitrophes";"2019";"751155906";"Grenelle 6";"C";"R";4714.96;8
"7501C";"Paris et communes limitrophes";"2019";"751155906";"Grenelle 6";"C";"T";2505.92;3
"7501C";"Paris et communes limitrophes";"2019";"751155906";"Grenelle 6";"C";"X";203;1
"7501C";"Paris et communes limitrophes";"2019";"751155907";"Grenelle 7";"C";"R";"secret";"secret"
"7501C";"Paris et communes limitrophes";"2019";"751155907";"Grenelle 7";"C";"T";628.69;1
"7501C";"Paris et communes limitrophes";"2019";"751155907";"Grenelle 7";"C";"X";4120.83;11
"7501C";"Paris et communes limitrophes";"2019";"751155908";"Grenelle 8";"C";"R";27073.88;10
"7501C";"Paris et communes limitrophes";"2019";"751155908";"Grenelle 8";"C";"T";11694.52;12
"7501C";"Paris et communes limitrophes";"2019";"751155908";"Grenelle 8";"C";"X";4442.74;7
"7501C";"Paris et communes limitrophes";"2019";"751155909";"Grenelle 9";"C";"R";4626;11
"7501C";"Paris et communes limitrophes";"2019";"751155909";"Grenelle 9";"C";"T";674.39;3
"7501C";"Paris et communes limitrophes";"2019";"751155910";"Grenelle 10";"C";"R";2320.31;2
"7501C";"Paris et communes limitrophes";"2019";"751155910";"Grenelle 10";"C";"T";"secret";"secret"
"7501C";"Paris et communes limitrophes";"2019";"751155911";"Grenelle 11";"C";"R";3625.8;5
"7501C";"Paris et communes limitrophes";"2019";"751155912";"Grenelle 12";"C";"R";4115.51;5
"7501C";"Paris et communes limitrophes";"2019";"751155912";"Grenelle 12";"C";"T";919.35;2
"7501C";"Paris et communes limitrophes";"2019";"751155912";"Grenelle 12";"C";"X";1329.31;5
"7501C";"Paris et communes limitrophes";"2019";"751155913";"Grenelle 13";"C";"R";4512.23;9
"7501C";"Paris et communes limitrophes";"2019";"751155913";"Grenelle 13";"C";"T";1106.84;3
"7501C";"Paris et communes limitrophes";"2019";"751155914";"Grenelle 14";"C";"R";7621.53;13
"7501C";"Paris et communes limitrophes";"2019";"751155914";"Grenelle 14";"C";"T";1834.82;6
"7501C";"Paris et communes limitrophes";"2019";"751155914";"Grenelle 14";"C";"X";941;1
"7501C";"Paris et communes limitrophes";"2019";"751155915";"Grenelle 15";"C";"R";"secret";"secret"
"7501C";"Paris et communes limitrophes";"2019";"751155916";"Grenelle 16";"C";"X";461.41;1
"7501C";"Paris et communes limitrophes";"2019";"751155917";"Grenelle 17";"C";"R";8841.98;8
"7501C";"Paris et communes limitrophes";"2019";"751155917";"Grenelle 17";"C";"X";931.19;3
"7501C";"Paris et communes limitrophes";"2019";"751155918";"Grenelle 18";"C";"R";15234.14;17
"7501C";"Paris et communes limitrophes";"2019";"751155918";"Grenelle 18";"C";"T";5011.07;6
"7501C";"Paris et communes limitrophes";"2019";"751155918";"Grenelle 18";"C";"X";4380.46;4
"7501C";"Paris et communes limitrophes";"2019";"751155919";"Grenelle 19";"C";"R";6471.7;4
"7501C";"Paris et communes limitrophes";"2019";"751155919";"Grenelle 19";"C";"T";4160.99;4
"7501C";"Paris et communes limitrophes";"2019";"751155919";"Grenelle 19";"C";"X";2178.64;3
"7501C";"Paris et communes limitrophes";"2019";"751155920";"Grenelle 20";"C";"R";1489.65;2
"7501C";"Paris et communes limitrophes";"2019";"751155920";"Grenelle 20";"C";"T";740.88;2
"7501C";"Paris et communes limitrophes";"2019";"751156001";"Javel 1";"C";"T";15168.26;5
"7501C";"Paris et communes limitrophes";"2019";"751156001";"Javel 1";"C";"X";21123.16;17
"7501C";"Paris et communes limitrophes";"2019";"751156002";"Javel 2";"C";"R";9081.22;6
"7501C";"Paris et communes limitrophes";"2019";"751156003";"Javel 3";"C";"R";4652.98;12
"7501C";"Paris et communes limitrophes";"2019";"751156003";"Javel 3";"C";"T";574.33;1
"7501C";"Paris et communes limitrophes";"2019";"751156004";"Javel 4";"C";"R";1427.64;5
"7501C";"Paris et communes limitrophes";"2019";"751156004";"Javel 4";"C";"T";1464.4;1
"7501C";"Paris et communes limitrophes";"2019";"751156004";"Javel 4";"C";"X";1056.65;2
"7501C";"Paris et communes limitrophes";"2019";"751156005";"Javel 5";"C";"R";2564.27;5
"7501C";"Paris et communes limitrophes";"2019";"751156005";"Javel 5";"C";"T";1712;1
"7501C";"Paris et communes limitrophes";"2019";"751156005";"Javel 5";"C";"X";3235.19;2
"7501C";"Paris et communes limitrophes";"2019";"751156006";"Javel 6";"C";"R";2901.42;5
"7501C";"Paris et communes limitrophes";"2019";"751156006";"Javel 6";"C";"T";1060;1
"7501C";"Paris et communes limitrophes";"2019";"751156006";"Javel 6";"C";"X";1779;3
"7501C";"Paris et communes limitrophes";"2019";"751156007";"Javel 7";"C";"R";5265.14;1
"7501C";"Paris et communes limitrophes";"2019";"751156008";"Javel 8";"C";"X";"secret";"secret"
"7501C";"Paris et communes limitrophes";"2019";"751156010";"Javel 10";"C";"R";1244.15;4
"7501C";"Paris et communes limitrophes";"2019";"751156010";"Javel 10";"C";"T";2557;1
"7501C";"Paris et communes limitrophes";"2019";"751156010";"Javel 10";"C";"X";2556.59;5
"7501C";"Paris et communes limitrophes";"2019";"751156012";"Javel 12";"C";"R";10952.81;12
"7501C";"Paris et communes limitrophes";"2019";"751156012";"Javel 12";"C";"T";722.25;2
"7501C";"Paris et communes limitrophes";"2019";"751156012";"Javel 12";"C";"X";862.89;2
"7501C";"Paris et communes limitrophes";"2019";"751156013";"Javel 13";"C";"R";3204.79;11
"7501C";"Paris et communes limitrophes";"2019";"751156013";"Javel 13";"C";"T";"secret";"secret"
"7501C";"Paris et communes limitrophes";"2019";"751156013";"Javel 13";"C";"X";2006.4;5
"7501C";"Paris et communes limitrophes";"2019";"751156014";"Javel 14";"C";"R";8290.12;5
"7501C";"Paris et communes limitrophes";"2019";"751156014";"Javel 14";"C";"T";4887.05;5
"7501C";"Paris et communes limitrophes";"2019";"751156014";"Javel 14";"C";"X";11866.65;13
"7501C";"Paris et communes limitrophes";"2019";"751156015";"Javel 15";"C";"R";6070.54;8
"7501C";"Paris et communes limitrophes";"2019";"751156016";"Javel 16";"C";"R";4697.51;11
"7501C";"Paris et communes limitrophes";"2019";"751156016";"Javel 16";"C";"T";"secret";"secret"
"7501C";"Paris et communes limitrophes";"2019";"751156016";"Javel 16";"C";"X";1457;4
"7501C";"Paris et communes limitrophes";"2019";"751156017";"Javel 17";"C";"R";4472.16;8
"7501C";"Paris et communes limitrophes";"2019";"751156017";"Javel 17";"C";"T";"secret";"secret"
"7501C";"Paris et communes limitrophes";"2019";"751156017";"Javel 17";"C";"X";1279;2
"7501C";"Paris et communes limitrophes";"2019";"751156018";"Javel 18";"C";"R";5049.06;6
"7501C";"Paris et communes limitrophes";"2019";"751156018";"Javel 18";"C";"X";3554.62;5
"7501C";"Paris et communes limitrophes";"2019";"751156019";"Javel 19";"C";"R";8191.15;7
"7501C";"Paris et communes limitrophes";"2019";"751156020";"Javel 20";"C";"R";5157.65;10
